objective;p01rcy;p02rcy;p03rcy;p04rcy;totalspend;p05spend;p05trans;p06rcy;p07rcy;p08rcy;p09rcy;p09tenure;p11rcy;p12rcy;p13rcy;p14rcy;p14tenure;p15rcy;p16spend;p16rcy;p16tenure;p16trans;p17rcy;totaltrans;acffempar;acfhuswife;acflonepar;acftotmar;acfwchcom;afem40to44;afp1child;afp2child;ahh2fam;ahh6ppers;amtenglish;amtfrench;amtmultlin;amtnengnon;amtsingres;amtspanish;amttagalog;anfamrel;bcwmpaid;bdw46to60;bdw86to91;bdwmaint;bdwmajor;bdwminor;bdwperroom;betbritish;betenglish;betfrench;betmulti;betsingle;bfi20to35;bfi50plus;bfiinca;bfiincm;bfiu20;bfps;bfpshealth;bfpshuman;bfsllabf;bfslonepar;bfslplabf;bfsmlabf;bhi20to35;bhi50plus;bhiinca;bhiincm;bhiincs;bhiu20;bhlenglish;bhlfrench;bhlnonoff;bimprovres;bimuk;bincgovp;bineflow;bineflowp;binf30plus;binf7to15;binfinca;binfincm;binfincs;binhhlow;binhhlowp;binm15to30;binm30plus;binm7to15;binmfemina;binminca;binmincm;binmincs;bknenglish;bknfren;blfmaempl;blfmaunemr;blfmtempl;blfmtunemp;blfmtunemr;blftaempl;blfttempl;blfttunemr;bmoy1intep;bmoy5intep;bmoy5intrn;bmoy5mov;bmoy5non;bmps;bmpscomm;bmpseng;bmpshealth;bmpssocial;bndtallind;bndtbusser;bndtgovser;bocffabric;bocfmanage;bocfteach;bocmmanage;bocmscieng;bpwmcsd;bpwmpop;bpwmusual;brlanglic;brlcathol;brlprotest;brlrcathol;brlunited;bsl9to13nc;bslg9;bslnunivc;bslunivdeg;bslunivnc;bslunivnd;gender1;first_month;lowincome;highincome;gender2;productcount;productcount6;tenure;tf100;tf101;tf102;tf103;tf107;tf108;tf122;tf124;tf128;tf129;tf27;tf28;tf29;tf31;tf32;tf33;tf34;tf35;tf36;tf37;tf38;tf39;tf42;tf46;tf47;tf49;tf50;tf51;tf52;tf55;tf56;tf57;tf58;tf62;tf65;tf68;tf70;tf71;tf72;tf73;tf74;tf75;tf76;tf77;tf80;tf88;tf89;tf90;tf91;tf92;tf93;tf94;tf95;tf96;tf99;gender3
negative;0,00;0,00;0,98;0,00;69,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;12,00;0,07;0,93;0,07;0,87;0,00;0,02;0,07;0,00;0,00;0,04;0,97;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,14;0,31;0,00;0,73;0,00;0,27;0,40;0,43;0,34;0,00;0,53;0,46;0,00;0,00;0,00;0,00;0,00;0,21;0,03;0,00;0,00;0,14;0,14;0,86;0,35;0,12;29340,00;27823,00;3449,00;0,35;1,01;0,00;0,00;0,87;0,00;20,60;0,00;0,00;0,03;0,14;12034,00;9816,00;1621,00;0,00;0,00;0,12;0,07;0,14;0,00;20948,00;17529,00;2910,00;0,98;0,00;0,31;10,50;0,36;0,03;9,50;0,50;0,60;5,70;0,00;0,00;0,14;0,21;0,68;0,12;0,00;0,00;0,00;0,00;0,60;0,00;0,03;0,00;0,00;0,03;0,05;0,00;0,10;0,36;0,12;0,15;0,03;0,86;0,03;0,58;0,26;0,12;0,15;0,07;0,00;0,05;0,00;32,00;0,00;0,00;0,00;4,00;2,00;138,00;0,00;0,00;0,70;0,08;0,00;1,98;0,02;0,32;0,00;0,00;0,92;0,57;0,20;0,02;0,00;0,00;0,00;0,00;0,00;15,00;16,00;11,00;0,24;0,33;0,09;0,00;0,13;0,07;0,06;0,09;0,50;0,26;0,22;0,17;0,04;0,00;0,08;0,03;0,02;0,23;0,14;0,09;0,05;0,00;0,00;2,03;1,68;0,35;0,16;0,09;0,07;35,00;24,00;11,00;0,10;1,00
negative;0,00;0,00;1,00;0,00;322,00;0,00;0,00;0,00;0,97;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,98;0,00;0,00;0,00;0,00;0,00;56,00;0,08;0,92;0,08;0,86;0,06;0,04;0,06;0,03;0,00;0,06;0,86;0,02;0,01;0,01;0,99;0,00;0,00;0,02;0,26;0,19;0,15;0,56;0,15;0,29;0,50;0,36;0,28;0,05;0,33;0,68;0,26;0,31;39682,00;32067,00;0,26;0,09;0,02;0,00;0,05;0,13;0,05;0,63;0,31;0,23;37384,00;30971,00;3323,00;0,31;0,99;0,00;0,02;0,58;0,03;15,50;0,21;20,50;0,02;0,10;11972,00;10189,00;1241,00;0,72;23,60;0,10;0,14;0,09;0,00;27227,00;24596,00;2471,00;0,97;0,00;0,20;7,40;0,25;0,02;8,80;0,35;0,46;4,80;0,00;0,05;0,42;0,59;0,32;0,11;0,00;0,00;0,00;0,00;0,48;0,00;0,04;0,02;0,00;0,00;0,02;0,00;0,02;0,25;0,22;0,10;0,15;0,58;0,15;0,19;0,25;0,08;0,13;0,02;0,03;0,05;0,00;36,00;0,00;0,00;1,00;3,00;3,00;155,00;0,03;0,01;0,71;0,06;0,13;3,38;0,07;0,21;0,01;23,00;0,97;0,44;0,19;0,09;0,05;0,03;0,01;0,00;0,00;23,00;27,00;15,00;0,26;0,27;0,11;0,07;0,19;0,11;0,08;0,10;0,38;0,20;0,18;0,19;0,02;1878,00;0,04;0,03;0,02;0,18;0,09;0,09;0,02;0,01;0,00;1,33;0,96;0,37;0,17;0,11;0,06;448,00;328,00;120,00;0,09;0,00
positive;0,00;0,00;1,00;0,00;1202,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,99;79,00;0,03;1,00;0,03;0,97;0,00;0,04;0,03;0,00;0,00;0,03;0,85;0,02;0,02;0,01;0,98;0,00;0,02;0,01;0,33;0,00;1,03;1,00;0,00;0,00;0,40;0,19;0,13;0,16;0,39;0,67;0,06;0,83;81977,00;71706,00;0,00;0,24;0,05;0,02;0,06;0,06;0,06;0,83;0,05;0,78;79599,00;70512,00;5233,00;0,00;1,01;0,02;0,03;0,49;0,02;2,80;0,00;0,00;0,18;0,05;27491,00;30997,00;2190,00;0,00;0,00;0,04;0,30;0,05;57548,00;54368,00;49814,00;4810,00;0,96;0,00;0,33;0,00;0,35;0,00;0,00;0,55;0,60;0,00;0,02;0,07;0,28;0,77;0,12;0,26;0,06;0,03;0,02;0,00;0,61;0,08;0,02;0,00;0,08;0,03;0,12;0,02;0,28;0,36;0,28;0,06;0,50;0,45;0,48;0,27;0,06;0,02;0,29;0,13;0,09;0,15;1,00;30,00;0,00;1,00;0,00;6,00;4,00;130,00;0,09;0,07;0,87;0,04;0,24;5,19;0,12;0,42;0,00;1,00;0,99;0,25;0,13;0,12;0,09;0,13;0,05;0,04;0,01;40,00;52,00;26,00;0,36;0,20;0,10;0,24;0,09;0,03;0,06;0,05;0,55;0,27;0,28;0,30;0,04;786,00;0,21;0,11;0,09;0,97;0,46;0,52;0,12;0,05;0,01;2,14;1,50;0,65;0,43;0,27;0,17;1531,00;857,00;673,00;0,20;0,00
negative;0,00;0,00;1,00;0,00;13,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;0,26;0,67;0,31;0,54;0,08;0,02;0,13;0,08;0,00;0,04;0,89;0,01;0,02;0,02;0,98;0,00;0,00;0,07;0,26;0,25;0,06;0,54;0,28;0,16;0,40;0,16;0,13;0,01;0,48;0,52;0,14;0,19;28535,00;20562,00;0,47;0,11;0,02;0,00;0,25;0,28;0,22;0,61;0,25;0,21;26877,00;19674,00;2249,00;0,50;0,98;0,00;0,02;0,82;0,01;20,60;0,46;46,00;0,04;0,11;16529,00;14307,00;1534,00;2,35;52,10;0,11;0,04;0,10;21747,00;15451,00;12562,00;1439,00;0,96;0,00;0,17;25,00;0,21;0,09;30,60;0,28;0,37;30,30;0,02;0,06;0,19;0,62;0,30;0,08;0,01;0,00;0,01;0,02;0,50;0,02;0,07;0,01;0,02;0,00;0,01;0,00;0,17;0,21;0,18;0,10;0,24;0,44;0,24;0,18;0,24;0,16;0,12;0,04;0,07;0,09;1,00;5,00;1,00;0,00;0,00;1,00;1,00;18,00;0,00;0,00;0,66;0,05;0,03;2,40;0,05;0,18;0,00;0,00;0,98;0,54;0,23;0,07;0,03;0,00;0,00;0,00;0,00;17,00;18,00;16,00;0,31;0,34;0,13;0,03;0,16;0,10;0,07;0,18;0,26;0,11;0,15;0,13;0,00;0,00;0,02;0,00;0,00;0,08;0,00;0,00;0,00;0,00;0,00;0,55;0,44;0,10;0,18;0,08;0,10;235,00;136,00;99,00;0,11;0,00
negative;0,00;0,00;0,97;0,00;167,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25,00;0,10;0,95;0,10;0,85;0,05;0,03;0,10;0,05;0,00;0,03;0,65;0,02;0,06;0,05;0,95;0,00;0,00;0,03;0,24;0,00;0,72;0,91;0,06;0,06;0,40;0,21;0,15;0,00;0,31;0,70;0,00;0,50;50931,00;44502,00;0,17;0,19;0,00;0,00;0,13;0,21;0,08;0,50;0,06;0,41;46437,00;42118,00;4337,00;0,22;0,76;0,00;0,24;0,37;0,08;13,40;0,15;14,60;0,11;0,13;20242,00;15290,00;2347,00;0,31;13,30;0,11;0,23;0,00;0,00;33592,00;32854,00;3156,00;0,96;0,00;0,19;14,30;0,24;0,03;11,80;0,37;0,44;10,30;0,00;0,06;0,52;0,81;0,15;0,24;0,00;0,08;0,00;0,00;0,47;0,03;0,03;0,00;0,08;0,00;0,00;0,03;0,08;0,23;0,23;0,10;0,19;0,50;0,19;0,18;0,11;0,08;0,19;0,15;0,06;0,16;0,00;32,00;1,00;0,00;0,00;2,00;2,00;137,00;0,03;0,00;0,53;0,06;0,03;2,21;0,06;0,31;0,00;0,00;0,97;0,41;0,28;0,06;0,03;0,00;0,00;0,00;0,00;20,00;24,00;17,00;0,25;0,19;0,10;0,03;0,13;0,06;0,06;0,00;0,53;0,25;0,31;0,22;0,00;0,00;0,06;0,00;0,03;0,10;0,00;0,06;0,03;0,00;0,00;0,34;0,31;0,00;0,19;0,10;0,10;123,00;76,00;46,00;0,10;1,00
negative;0,00;0,00;0,00;0,00;262,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,99;35,00;0,03;0,95;0,05;0,85;0,05;0,07;0,01;0,00;0,00;0,03;0,01;0,97;0,00;0,00;1,00;0,01;0,00;0,01;0,31;0,00;0,05;0,78;0,00;0,21;0,50;0,02;0,00;0,92;0,03;0,97;0,07;0,73;61552,00;59749,00;0,03;0,14;0,02;0,01;0,04;0,05;0,04;0,92;0,08;0,71;62446,00;60141,00;2516,00;0,04;0,00;1,00;0,00;0,98;0,00;4,90;0,03;3,00;0,08;0,03;22416,00;21991,00;1450,00;0,13;3,60;0,07;0,23;0,02;39729,00;35419,00;34363,00;1704,00;0,00;0,66;0,26;0,00;0,30;0,01;2,40;0,46;0,52;6,50;0,00;0,03;0,23;0,26;0,66;0,17;0,06;0,00;0,00;0,01;0,55;0,01;0,07;0,00;0,02;0,01;0,09;0,02;0,05;0,30;0,29;0,00;0,97;0,00;0,97;0,00;0,08;0,03;0,11;0,06;0,01;0,10;0,00;30,00;0,00;0,00;0,00;2,00;2,00;131,00;0,05;0,01;0,86;0,05;0,18;4,68;0,08;0,33;0,00;0,00;0,96;0,27;0,15;0,15;0,11;0,08;0,02;0,00;0,00;30,00;37,00;20,00;0,39;0,22;0,13;0,19;0,15;0,07;0,08;0,08;0,44;0,25;0,19;0,26;0,00;1190,00;0,08;0,06;0,02;0,13;0,06;0,07;0,05;0,02;0,00;0,36;0,37;0,00;0,33;0,21;0,12;811,00;548,00;263,00;0,20;1,00
positive;0,00;0,00;0,00;0,91;771,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,91;0,15;1,00;0,00;0,00;0,00;0,00;0,94;28,00;0,07;0,87;0,10;0,80;0,00;0,07;0,03;0,03;0,03;0,00;0,78;0,20;0,02;0,00;0,98;0,00;0,00;0,02;0,29;0,08;0,15;0,54;0,10;0,31;0,40;0,32;0,30;0,16;0,40;0,60;0,26;0,32;42896,00;37613,00;0,10;0,16;0,03;0,00;0,10;0,19;0,06;0,71;0,24;0,26;37680,00;34817,00;3393,00;0,26;0,81;0,14;0,00;0,69;0,00;12,10;0,13;11,20;0,03;0,11;11574,00;8224,00;1595,00;0,52;15,80;0,12;0,14;0,06;35851,00;27021,00;25041,00;2677,00;0,68;0,00;0,23;20,00;0,27;0,07;20,00;0,37;0,46;14,00;0,00;0,09;0,18;0,48;0,45;0,19;0,05;0,00;0,02;0,00;0,51;0,02;0,05;0,00;0,06;0,00;0,03;0,02;0,23;0,27;0,26;0,08;0,39;0,59;0,38;0,11;0,13;0,05;0,24;0,07;0,00;0,02;0,00;39,00;0,00;0,00;0,00;11,00;3,00;170,00;0,06;0,00;0,85;0,06;0,09;3,79;0,12;0,33;0,00;0,00;0,97;0,39;0,18;0,09;0,06;0,03;0,00;0,00;0,00;26,00;34,00;17,00;0,39;0,36;0,12;0,12;0,18;0,09;0,09;0,03;0,36;0,18;0,15;0,18;0,00;180,00;0,06;0,03;0,00;0,21;0,12;0,00;0,00;0,00;0,00;0,20;0,22;0,00;0,27;0,15;0,09;318,00;240,00;78,00;0,12;1,00
positive;0,00;0,00;0,00;0,00;267,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,99;0,00;0,00;0,00;0,00;0,99;18,00;0,17;0,83;0,17;0,74;0,06;0,04;0,06;0,06;0,01;0,04;0,96;0,00;0,01;0,00;1,00;0,00;0,00;0,03;0,24;0,04;0,53;0,78;0,09;0,11;0,50;0,40;0,30;0,01;0,49;0,51;0,16;0,52;51125,00;51361,00;0,17;0,11;0,02;0,01;0,07;0,19;0,07;0,68;0,14;0,57;52613,00;52935,00;3189,00;0,15;0,99;0,00;0,01;0,86;0,02;10,10;0,17;17,20;0,07;0,06;16264,00;11897,00;1379,00;0,67;19,50;0,08;0,17;0,02;41170,00;35234,00;32275,00;2695,00;0,95;0,00;0,20;3,90;0,24;0,01;4,80;0,36;0,45;9,00;0,00;0,05;0,40;0,59;0,29;0,15;0,02;0,01;0,00;0,02;0,49;0,03;0,02;0,00;0,02;0,01;0,03;0,02;0,16;0,24;0,22;0,16;0,23;0,69;0,23;0,18;0,22;0,05;0,15;0,05;0,01;0,03;1,00;24,00;0,00;0,00;0,00;3,00;2,00;102,00;0,03;0,01;0,78;0,05;0,17;4,13;0,07;0,32;0,00;4,00;0,97;0,36;0,21;0,11;0,06;0,04;0,00;0,00;0,00;25,00;30,00;18,00;0,34;0,26;0,12;0,09;0,17;0,08;0,09;0,13;0,36;0,18;0,19;0,22;0,01;178,00;0,05;0,03;0,02;0,15;0,05;0,10;0,03;0,01;0,00;0,75;0,67;0,10;0,22;0,13;0,09;779,00;598,00;179,00;0,11;0,00
positive;0,94;0,93;0,00;0,00;12799,00;0,00;0,00;0,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,94;0,12;0,06;1,00;31,00;0,05;0,91;0,09;0,82;0,05;0,03;0,05;0,05;0,00;0,02;0,86;0,03;0,04;0,03;0,96;0,00;0,00;0,01;0,23;0,22;0,00;0,78;0,17;0,07;0,30;0,39;0,28;0,04;0,34;0,65;0,29;0,42;48119,00;39413,00;0,17;0,11;0,04;0,00;0,09;0,09;0,13;0,48;0,26;0,33;39419,00;33869,00;3598,00;0,28;0,94;0,03;0,00;0,76;0,03;21,40;0,09;7,10;0,05;0,14;16597,00;11466,00;2066,00;0,48;14,20;0,10;0,18;0,10;0,00;33181,00;22490,00;4156,00;0,86;0,00;0,15;23,50;0,20;0,05;19,00;0,30;0,39;13,90;0,00;0,00;0,10;0,29;0,71;0,14;0,03;0,00;0,00;0,00;0,44;0,05;0,03;0,03;0,09;0,00;0,03;0,03;0,18;0,20;0,20;0,14;0,34;0,49;0,34;0,14;0,39;0,22;0,11;0,05;0,03;0,05;0,00;39,00;0,00;0,00;1,00;7,00;5,00;167,00;0,03;0,00;0,54;0,03;0,08;2,34;0,03;0,41;0,00;0,00;1,00;0,35;0,27;0,11;0,05;0,05;0,00;0,00;0,00;24,00;28,00;20,00;0,22;0,19;0,05;0,08;0,08;0,05;0,05;0,03;0,65;0,24;0,41;0,19;0,08;750,00;0,08;0,03;0,05;0,49;0,14;0,38;0,05;0,03;0,00;0,32;0,25;0,08;0,16;0,08;0,08;225,00;154,00;70,00;0,08;0,00
positive;0,00;0,00;0,99;0,94;4440,00;0,01;0,04;0,00;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;0,01;0,94;0,12;0,02;1,00;101,00;0,10;0,89;0,11;0,79;0,03;0,04;0,04;0,03;0,01;0,04;0,94;0,01;0,00;0,00;1,00;0,00;0,00;0,02;0,25;0,06;0,03;0,77;0,05;0,18;0,50;0,30;0,21;0,02;0,51;0,49;0,10;0,51;52139,00;50970,00;0,10;0,11;0,03;0,00;0,08;0,11;0,08;0,81;0,05;0,53;52462,00;51480,00;2602,00;0,13;0,99;0,00;0,01;0,60;0,11;8,70;0,07;7,00;0,05;0,12;16800,00;11438,00;1444,00;0,31;8,70;0,06;0,20;0,03;39246,00;33001,00;33276,00;1603,00;0,95;0,00;0,23;0,00;0,26;0,01;2,90;0,39;0,45;4,80;0,00;0,02;0,24;0,44;0,45;0,13;0,02;0,01;0,01;0,01;0,48;0,03;0,03;0,00;0,01;0,01;0,02;0,02;0,07;0,26;0,24;0,13;0,14;0,56;0,14;0,15;0,22;0,03;0,16;0,04;0,05;0,08;1,00;38,00;0,00;0,00;0,00;8,00;6,00;165,00;0,04;0,01;0,86;0,04;0,22;5,03;0,09;0,23;0,00;0,00;0,98;0,28;0,19;0,14;0,10;0,07;0,01;0,00;0,00;28,00;36,00;18,00;0,40;0,25;0,14;0,16;0,21;0,10;0,11;0,09;0,35;0,19;0,16;0,22;0,00;1730,00;0,06;0,04;0,02;0,04;0,02;0,01;0,04;0,01;0,00;0,98;0,73;0,25;0,27;0,16;0,11;582,00;376,00;205,00;0,16;0,00
negative;0,00;0,00;0,00;0,00;15,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,99;8,00;0,26;0,69;0,29;0,67;0,00;0,03;0,14;0,10;0,02;0,03;0,92;0,05;0,02;0,01;0,98;0,00;0,00;0,04;0,23;0,23;0,08;0,65;0,10;0,24;0,40;0,53;0,27;0,10;0,32;0,66;0,17;0,27;38545,00;30281,00;0,39;0,07;0,02;0,00;0,20;0,32;0,10;0,46;0,23;0,19;31844,00;22989,00;3167,00;0,45;0,97;0,00;0,00;0,87;0,00;26,00;0,29;28,50;0,03;0,14;12697,00;9189,00;1159,00;0,98;28,70;0,14;0,09;0,09;30622,00;21885,00;20373,00;2160,00;0,82;0,00;0,23;5,60;0,25;0,03;12,20;0,33;0,38;18,80;0,03;0,03;0,10;0,33;0,58;0,10;0,04;0,00;0,00;0,00;0,45;0,03;0,05;0,00;0,00;0,03;0,03;0,01;0,08;0,25;0,21;0,07;0,62;0,34;0,62;0,16;0,32;0,15;0,07;0,04;0,04;0,07;0,00;1,00;0,00;0,00;1,00;2,00;2,00;4,00;0,02;0,00;0,68;0,04;0,09;2,93;0,05;0,26;0,00;0,00;0,96;0,49;0,19;0,07;0,04;0,02;0,00;0,00;0,00;20,00;25,00;15,00;0,30;0,32;0,09;0,05;0,25;0,14;0,11;0,09;0,39;0,19;0,19;0,21;0,00;160,00;0,05;0,04;0,04;0,18;0,07;0,12;0,04;0,02;0,00;1,01;0,91;0,11;0,18;0,11;0,07;360,00;217,00;143,00;0,11;0,00
positive;0,00;0,00;0,97;0,00;2986,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,97;23,00;0,22;0,74;0,28;0,61;0,02;0,04;0,13;0,07;0,00;0,03;0,43;0,44;0,06;0,01;0,94;0,01;0,00;0,04;0,25;0,18;0,26;0,84;0,04;0,11;0,40;0,18;0,14;0,31;0,27;0,67;0,27;0,29;35255,00;27772,00;0,29;0,14;0,02;0,03;0,16;0,36;0,11;0,49;0,29;0,25;36774,00;32725,00;2503,00;0,24;0,59;0,31;0,01;0,61;0,01;13,10;0,28;28,10;0,10;0,05;18560,00;14513,00;1638,00;1,00;27,50;0,11;0,15;0,03;31780,00;26468,00;27453,00;1604,00;0,45;0,06;0,21;4,70;0,24;0,02;8,00;0,41;0,45;5,50;0,04;0,04;0,17;0,53;0,31;0,10;0,02;0,00;0,00;0,02;0,47;0,05;0,10;0,00;0,03;0,00;0,05;0,03;0,19;0,24;0,23;0,07;0,60;0,19;0,60;0,02;0,21;0,09;0,08;0,12;0,05;0,06;0,00;47,00;0,00;0,00;1,00;7,00;3,00;203,00;0,04;0,00;0,73;0,06;0,09;3,15;0,12;0,25;0,00;0,00;0,97;0,42;0,18;0,10;0,06;0,04;0,01;0,00;0,00;24,00;25,00;21,00;0,33;0,21;0,10;0,10;0,10;0,06;0,04;0,09;0,30;0,13;0,16;0,16;0,00;0,00;0,03;0,00;0,01;0,07;0,00;0,04;0,01;0,00;0,00;0,60;0,37;0,23;0,22;0,10;0,12;433,00;251,00;182,00;0,12;0,00
positive;0,00;0,00;1,00;0,00;1482,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,97;0,00;0,00;0,00;0,00;0,97;76,00;0,01;0,97;0,01;0,91;0,03;0,06;0,00;0,00;0,00;0,03;0,89;0,02;0,02;0,01;0,98;0,00;0,01;0,01;0,32;0,00;0,96;0,92;0,00;0,06;0,40;0,24;0,16;0,04;0,47;0,53;0,03;0,93;107002,00;92898,00;0,00;0,16;0,05;0,01;0,00;0,03;0,00;0,99;0,00;0,95;108657,00;97336,00;5566,00;0,00;0,91;0,02;0,04;0,43;0,07;1,10;0,00;1,10;0,15;0,04;27341,00;26994,00;1944,00;0,05;1,50;0,02;0,29;0,01;64709,00;64348,00;51908,00;4872,00;0,88;0,00;0,29;2,60;0,33;0,01;3,50;0,52;0,58;5,80;0,02;0,09;0,17;0,87;0,04;0,19;0,04;0,03;0,01;0,01;0,62;0,06;0,02;0,00;0,04;0,01;0,10;0,05;0,30;0,33;0,31;0,10;0,33;0,39;0,33;0,12;0,21;0,01;0,10;0,17;0,06;0,12;1,00;43,00;0,00;0,00;0,00;5,00;3,00;187,00;0,11;0,08;0,90;0,03;0,25;5,62;0,10;0,37;0,02;130,00;0,99;0,25;0,13;0,14;0,10;0,12;0,05;0,04;0,02;45,00;61,00;26,00;0,40;0,22;0,10;0,29;0,11;0,04;0,07;0,05;0,53;0,27;0,26;0,31;0,03;780,00;0,18;0,11;0,07;0,36;0,21;0,15;0,10;0,05;0,01;1,41;0,96;0,45;0,47;0,26;0,20;4107,00;2970,00;1137,00;0,23;0,00
negative;0,00;0,00;0,00;0,00;3493,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,00;0,00;0,95;0,00;1,00;0,05;0,06;0,00;0,00;0,00;0,05;0,71;0,00;0,06;0,04;0,96;0,01;0,01;0,01;0,30;0,00;1,00;0,90;0,00;0,00;0,40;0,11;0,08;0,00;0,25;0,64;0,00;0,00;0,00;0,00;0,00;0,21;0,04;0,03;0,12;0,00;0,00;0,94;0,00;0,00;0,00;0,00;0,00;0,00;0,76;0,00;0,10;0,47;0,00;1,40;0,00;0,00;0,08;0,04;20901,00;20025,00;3379,00;0,00;0,00;0,00;0,27;0,03;0,00;87807,00;48588,00;27400,00;0,79;0,00;0,24;19,00;0,24;0,07;22,70;0,44;0,45;10,80;0,03;0,08;0,10;0,79;0,00;0,27;0,11;0,04;0,03;0,00;0,52;0,06;0,03;0,00;0,04;0,04;0,10;0,06;0,23;0,24;0,24;0,03;0,17;0,33;0,17;0,07;0,06;0,00;0,07;0,34;0,03;0,08;0,00;43,00;0,00;0,00;1,00;1,00;1,00;183,00;0,13;0,08;0,87;0,05;0,14;4,23;0,17;0,44;0,00;0,00;1,00;0,31;0,09;0,09;0,13;0,13;0,05;0,05;0,00;43,00;61,00;24,00;0,39;0,18;0,08;0,34;0,08;0,00;0,05;0,05;0,69;0,34;0,34;0,38;0,05;546,00;0,26;0,17;0,08;0,54;0,28;0,27;0,13;0,08;0,00;2,77;2,60;0,16;0,60;0,34;0,26;430,00;297,00;133,00;0,34;0,00
negative;0,00;0,00;1,00;0,00;131,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,89;0,00;0,00;0,00;0,99;0,00;0,00;0,00;0,00;0,99;46,00;0,15;0,84;0,16;0,78;0,03;0,03;0,07;0,04;0,00;0,01;0,65;0,00;0,02;0,01;0,98;0,03;0,00;0,01;0,18;0,06;0,57;0,80;0,03;0,17;0,70;0,06;0,05;0,03;0,41;0,59;0,32;0,03;22167,00;20426,00;0,43;0,29;0,06;0,03;0,16;0,21;0,16;0,68;0,31;0,03;22349,00;20435,00;1718,00;0,44;0,62;0,00;0,38;0,32;0,03;13,70;0,56;57,00;0,00;0,07;11765,00;10004,00;900,00;1,90;59,90;0,09;0,05;0,05;0,00;20336,00;19006,00;1624,00;0,86;0,00;0,18;4,70;0,20;0,01;6,40;0,36;0,41;9,30;0,01;0,08;0,22;0,77;0,06;0,24;0,00;0,06;0,03;0,02;0,43;0,03;0,01;0,01;0,00;0,06;0,01;0,06;0,11;0,20;0,18;0,06;0,17;0,17;0,17;0,01;0,03;0,00;0,03;0,47;0,07;0,10;0,00;13,00;0,00;0,00;0,00;2,00;2,00;55,00;0,05;0,02;0,73;0,08;0,08;2,75;0,48;0,22;0,03;43,00;0,99;0,50;0,20;0,06;0,04;0,03;0,02;0,02;0,01;25,00;30,00;18,00;0,36;0,49;0,06;0,07;0,10;0,05;0,05;0,12;0,45;0,23;0,22;0,22;0,05;724,00;0,09;0,05;0,03;0,57;0,24;0,32;0,03;0,03;0,00;1,39;1,10;0,25;0,22;0,11;0,11;775,00;495,00;282,00;0,11;1,00
